source,geneTarget,signatureName,PMID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,PTPRC,140.138.144.141/~RegPhos/download/RegPhos,10066810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,PTPRC,140.138.144.141/~RegPhos/download/RegPhos,10066810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,PTPRC,140.138.144.141/~RegPhos/download/RegPhos,9111075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,RBX2,140.138.144.141/~RegPhos/download/RegPhos,12748192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,RNPS1,140.138.144.141/~RegPhos/download/RegPhos,15684395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,ROA1,140.138.144.141/~RegPhos/download/RegPhos,8451194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,SRF,140.138.144.141/~RegPhos/download/RegPhos,18669648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,SRF,140.138.144.141/~RegPhos/download/RegPhos,18669648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,SRF,140.138.144.141/~RegPhos/download/RegPhos,18669648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,SSRP1,140.138.144.141/~RegPhos/download/RegPhos,15659405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,SSRP1,140.138.144.141/~RegPhos/download/RegPhos,15659405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,STC2,140.138.144.141/~RegPhos/download/RegPhos,10947959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,SYUA,140.138.144.141/~RegPhos/download/RegPhos,11813001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,TEBP,140.138.144.141/~RegPhos/download/RegPhos,18669648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,TEBP,140.138.144.141/~RegPhos/download/RegPhos,17081983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,TF65,140.138.144.141/~RegPhos/download/RegPhos,10938077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,TFPI1,140.138.144.141/~RegPhos/download/RegPhos,2122883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,TLE1,140.138.144.141/~RegPhos/download/RegPhos,15367661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,TOP2A,140.138.144.141/~RegPhos/download/RegPhos,18669648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,TOP2A,140.138.144.141/~RegPhos/download/RegPhos,18669648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,UB2R1,140.138.144.141/~RegPhos/download/RegPhos,12037680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,UB2R2,140.138.144.141/~RegPhos/download/RegPhos,18669648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,VDR,140.138.144.141/~RegPhos/download/RegPhos,8384219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,VTNC,140.138.144.141/~RegPhos/download/RegPhos,9733784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,VTNC,140.138.144.141/~RegPhos/download/RegPhos,9733784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,WASP,140.138.144.141/~RegPhos/download/RegPhos,18088087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,XRCC1,140.138.144.141/~RegPhos/download/RegPhos,15066279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,XRCC1,140.138.144.141/~RegPhos/download/RegPhos,15066279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,XRCC1,140.138.144.141/~RegPhos/download/RegPhos,15066279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,XRCC1,140.138.144.141/~RegPhos/download/RegPhos,15066279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,XRCC1,140.138.144.141/~RegPhos/download/RegPhos,15066279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,XRCC1,140.138.144.141/~RegPhos/download/RegPhos,15066279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a,XRCC1,140.138.144.141/~RegPhos/download/RegPhos,15066279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,4EBP1,140.138.144.141/~RegPhos/download/RegPhos,9806882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,A4,140.138.144.141/~RegPhos/download/RegPhos,11877420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,ABCF1,140.138.144.141/~RegPhos/download/RegPhos,15302935,,,,,,,,,19690332,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,ABCF1,140.138.144.141/~RegPhos/download/RegPhos,17081983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,ACACA,140.138.144.141/~RegPhos/download/RegPhos,2900140,,,,,,,,,18691976,18452278,20166139,20068231,,,,,,,,,,,,,,,,,,,,
CK2a1,APEX1,140.138.144.141/~RegPhos/download/RegPhos,10023679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,AQP4,140.138.144.141/~RegPhos/download/RegPhos,11742978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,AQP4,140.138.144.141/~RegPhos/download/RegPhos,11742978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,AQP4,140.138.144.141/~RegPhos/download/RegPhos,11742978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,ARNT,140.138.144.141/~RegPhos/download/RegPhos,16129408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,ARRB2,140.138.144.141/~RegPhos/download/RegPhos,11877451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,BACD2,140.138.144.141/~RegPhos/download/RegPhos,18669648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,BCAM,140.138.144.141/~RegPhos/download/RegPhos,15975931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,BID,140.138.144.141/~RegPhos/download/RegPhos,11583622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,BID,140.138.144.141/~RegPhos/download/RegPhos,11583622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,BIRC5,140.138.144.141/~RegPhos/download/RegPhos,21252625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,BRCA1,140.138.144.141/~RegPhos/download/RegPhos,10403822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,C1R,140.138.144.141/~RegPhos/download/RegPhos,8635594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,CADH1,140.138.144.141/~RegPhos/download/RegPhos,10671552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,CADH1,140.138.144.141/~RegPhos/download/RegPhos,10671552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,CADH1,140.138.144.141/~RegPhos/download/RegPhos,10671552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,CADH1,140.138.144.141/~RegPhos/download/RegPhos,10671552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,CASQ2,140.138.144.141/~RegPhos/download/RegPhos,1985907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,CAV1,140.138.144.141/~RegPhos/download/RegPhos,8058322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,CD20,140.138.144.141/~RegPhos/download/RegPhos,7678037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,CD20,140.138.144.141/~RegPhos/download/RegPhos,7678037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,CD20,140.138.144.141/~RegPhos/download/RegPhos,7678037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,CD5,140.138.144.141/~RegPhos/download/RegPhos,9834084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,CD5,140.138.144.141/~RegPhos/download/RegPhos,9834084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,CD5,140.138.144.141/~RegPhos/download/RegPhos,9834084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,COHA1,140.138.144.141/~RegPhos/download/RegPhos,17545155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,CTDP1,140.138.144.141/~RegPhos/download/RegPhos,12591939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,CTDP1,140.138.144.141/~RegPhos/download/RegPhos,12591939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,CTNB1,140.138.144.141/~RegPhos/download/RegPhos,12432063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,CTNB1,140.138.144.141/~RegPhos/download/RegPhos,12432063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,CTNB1,140.138.144.141/~RegPhos/download/RegPhos,12700239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,DDX58,140.138.144.141/~RegPhos/download/RegPhos,21068236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,DDX58,140.138.144.141/~RegPhos/download/RegPhos,21068236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,DDX58,140.138.144.141/~RegPhos/download/RegPhos,21068236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,DEK,140.138.144.141/~RegPhos/download/RegPhos,15199154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,DEK,140.138.144.141/~RegPhos/download/RegPhos,15199154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,DEK,140.138.144.141/~RegPhos/download/RegPhos,15199154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,DEK,140.138.144.141/~RegPhos/download/RegPhos,15199154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,DEK,140.138.144.141/~RegPhos/download/RegPhos,15199154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,DEK,140.138.144.141/~RegPhos/download/RegPhos,15199154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,DEK,140.138.144.141/~RegPhos/download/RegPhos,15199154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,DEK,140.138.144.141/~RegPhos/download/RegPhos,15199154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,DEK,140.138.144.141/~RegPhos/download/RegPhos,15199154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,DEK,140.138.144.141/~RegPhos/download/RegPhos,15199154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,DEK,140.138.144.141/~RegPhos/download/RegPhos,15199154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,DEK,140.138.144.141/~RegPhos/download/RegPhos,15199154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,DEK,140.138.144.141/~RegPhos/download/RegPhos,15199154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,DEK,140.138.144.141/~RegPhos/download/RegPhos,15199154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,DEK,140.138.144.141/~RegPhos/download/RegPhos,15199154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,DEK,140.138.144.141/~RegPhos/download/RegPhos,15199154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,DEK,140.138.144.141/~RegPhos/download/RegPhos,15199154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,DNLI1,140.138.144.141/~RegPhos/download/RegPhos,10523317,,,,,,,,,18767875,19413330,20230923,20068231,20058876,,,,,,,,,,,,,,,,,,,
CK2a1,EF1B,140.138.144.141/~RegPhos/download/RegPhos,14729942,,,,,,,,,19664995,19651622,19664994,17693683,18452278,18212344,20230923,20166139,20068231,20058876,,,,,,,,,,,,,,
CK2a1,EF1B,140.138.144.141/~RegPhos/download/RegPhos,8547318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,EF1D,140.138.144.141/~RegPhos/download/RegPhos,16097034,,,,,,,,,19369195,19413330,19690332,21936567,,,,,,,,,,,,,,,,,,,,
CK2a1,EGR1,140.138.144.141/~RegPhos/download/RegPhos,8662759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,EGR1,140.138.144.141/~RegPhos/download/RegPhos,8662759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,EGR1,140.138.144.141/~RegPhos/download/RegPhos,8662759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,EI2BE,140.138.144.141/~RegPhos/download/RegPhos,11500362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,EI2BE,140.138.144.141/~RegPhos/download/RegPhos,11500362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,ERH,140.138.144.141/~RegPhos/download/RegPhos,9074495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,FA5,140.138.144.141/~RegPhos/download/RegPhos,9525959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,FAF1,140.138.144.141/~RegPhos/download/RegPhos,11378439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,FAF1,140.138.144.141/~RegPhos/download/RegPhos,11378439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,FKBP4,140.138.144.141/~RegPhos/download/RegPhos,9405642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,FURIN,140.138.144.141/~RegPhos/download/RegPhos,8846780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,FURIN,140.138.144.141/~RegPhos/download/RegPhos,8846780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,G6PI,140.138.144.141/~RegPhos/download/RegPhos,11004567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,GBRR1,140.138.144.141/~RegPhos/download/RegPhos,12175859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,GYS1,140.138.144.141/~RegPhos/download/RegPhos,2117608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,GYS1,140.138.144.141/~RegPhos/download/RegPhos,2117608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,GYS1,140.138.144.141/~RegPhos/download/RegPhos,2117608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,GYS1,140.138.144.141/~RegPhos/download/RegPhos,2117608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,GYS1,140.138.144.141/~RegPhos/download/RegPhos,2117608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,GYS1,140.138.144.141/~RegPhos/download/RegPhos,2117608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,HCLS1,140.138.144.141/~RegPhos/download/RegPhos,10806407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,HCLS1,140.138.144.141/~RegPhos/download/RegPhos,10806407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,HDAC1,140.138.144.141/~RegPhos/download/RegPhos,11602581,,,,,,,,,18452278,18767875,20166139,20068231,,,,,,,,,,,,,,,,,,,,
CK2a1,HDAC1,140.138.144.141/~RegPhos/download/RegPhos,11602581,,,,,,,,,18452278,18767875,20166139,20068231,,,,,,,,,,,,,,,,,,,,
CK2a1,HDAC3,140.138.144.141/~RegPhos/download/RegPhos,15805470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,HES6,140.138.144.141/~RegPhos/download/RegPhos,12972610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,HIF1A,140.138.144.141/~RegPhos/download/RegPhos,17382325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,HMGA1,140.138.144.141/~RegPhos/download/RegPhos,2806554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,HMGA1,140.138.144.141/~RegPhos/download/RegPhos,2806554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,HMGA1,140.138.144.141/~RegPhos/download/RegPhos,2806554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,HMOX2,140.138.144.141/~RegPhos/download/RegPhos,14527438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,HNRPC,140.138.144.141/~RegPhos/download/RegPhos,12564933,,,,,,,,,20166139,20068231,20058876,,,,,,,,,,,,,,,,,,,,,
CK2a1,HS105,140.138.144.141/~RegPhos/download/RegPhos,12558502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,HS90A,140.138.144.141/~RegPhos/download/RegPhos,2492519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,HS90A,140.138.144.141/~RegPhos/download/RegPhos,2492519,,,,,,,,,18452278,18767875,18707149,19415658,20166139,20068231,20187088,,,,,,,,,,,,,,,,,
CK2a1,HSF1,140.138.144.141/~RegPhos/download/RegPhos,12659875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,HXB7,140.138.144.141/~RegPhos/download/RegPhos,11290787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,HXB7,140.138.144.141/~RegPhos/download/RegPhos,11290787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,IBP3,140.138.144.141/~RegPhos/download/RegPhos,10650937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,IBP3,140.138.144.141/~RegPhos/download/RegPhos,10650937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,IF16,140.138.144.141/~RegPhos/download/RegPhos,11115400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,IF2B,140.138.144.141/~RegPhos/download/RegPhos,8024572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,IF5,140.138.144.141/~RegPhos/download/RegPhos,11861906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,IF5,140.138.144.141/~RegPhos/download/RegPhos,11861906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,IF5,140.138.144.141/~RegPhos/download/RegPhos,11861906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,IKBA,140.138.144.141/~RegPhos/download/RegPhos,8622692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,IKBA,140.138.144.141/~RegPhos/download/RegPhos,8622692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,IKBA,140.138.144.141/~RegPhos/download/RegPhos,8622692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,IKBA,140.138.144.141/~RegPhos/download/RegPhos,8622692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,IKBA,140.138.144.141/~RegPhos/download/RegPhos,8657113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,IKBB,140.138.144.141/~RegPhos/download/RegPhos,8887627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,IKBB,140.138.144.141/~RegPhos/download/RegPhos,8887627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,IL16,140.138.144.141/~RegPhos/download/RegPhos,12450396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,IPP2,140.138.144.141/~RegPhos/download/RegPhos,8288648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,IPP2,140.138.144.141/~RegPhos/download/RegPhos,8288648,,,,,,,,,20068231,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,IRS1,140.138.144.141/~RegPhos/download/RegPhos,8349691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,JUN,140.138.144.141/~RegPhos/download/RegPhos,1516134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,JUN,140.138.144.141/~RegPhos/download/RegPhos,1516134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,KIF1C,140.138.144.141/~RegPhos/download/RegPhos,10559254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,L1CAM,140.138.144.141/~RegPhos/download/RegPhos,8592152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,LA,140.138.144.141/~RegPhos/download/RegPhos,9054510,,,,,,,,,19367720,19369195,19413330,19690332,,,,,,,,,,,,,,,,,,,,
CK2a1,MAX,140.138.144.141/~RegPhos/download/RegPhos,11535131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,MAX,140.138.144.141/~RegPhos/download/RegPhos,11535131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,MAX,140.138.144.141/~RegPhos/download/RegPhos,11535131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,MAX,140.138.144.141/~RegPhos/download/RegPhos,11535131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,MAX,140.138.144.141/~RegPhos/download/RegPhos,11535131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,MAX,140.138.144.141/~RegPhos/download/RegPhos,11535131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,MAX,140.138.144.141/~RegPhos/download/RegPhos,11535131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,MAZ,140.138.144.141/~RegPhos/download/RegPhos,10448092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,MPIP2,140.138.144.141/~RegPhos/download/RegPhos,12527891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,MPIP2,140.138.144.141/~RegPhos/download/RegPhos,12527891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,MYCN,140.138.144.141/~RegPhos/download/RegPhos,1425701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,MYCN,140.138.144.141/~RegPhos/download/RegPhos,1425701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,MYF5,140.138.144.141/~RegPhos/download/RegPhos,9461343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,NEUM,140.138.144.141/~RegPhos/download/RegPhos,1828073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,NEUM,140.138.144.141/~RegPhos/download/RegPhos,1828073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,NKX25,140.138.144.141/~RegPhos/download/RegPhos,9858576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,NRF1,140.138.144.141/~RegPhos/download/RegPhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,NRF1,140.138.144.141/~RegPhos/download/RegPhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,NRF1,140.138.144.141/~RegPhos/download/RegPhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,NRF1,140.138.144.141/~RegPhos/download/RegPhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,NRF1,140.138.144.141/~RegPhos/download/RegPhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,P53,140.138.144.141/~RegPhos/download/RegPhos,10747897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,P53,140.138.144.141/~RegPhos/download/RegPhos,12628923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,P53,140.138.144.141/~RegPhos/download/RegPhos,10884347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,PACS1,140.138.144.141/~RegPhos/download/RegPhos,14633983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,PEDF,140.138.144.141/~RegPhos/download/RegPhos,15374885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,PEDF,140.138.144.141/~RegPhos/download/RegPhos,15374885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,PIN4,140.138.144.141/~RegPhos/download/RegPhos,12860119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,PP1R8,140.138.144.141/~RegPhos/download/RegPhos,9407077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,PP1R8,140.138.144.141/~RegPhos/download/RegPhos,9407077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,PPR1B,140.138.144.141/~RegPhos/download/RegPhos,2557337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,PPR1B,140.138.144.141/~RegPhos/download/RegPhos,2557337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,PRGR,140.138.144.141/~RegPhos/download/RegPhos,7983041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,PSA3,140.138.144.141/~RegPhos/download/RegPhos,8619999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,PSN2,140.138.144.141/~RegPhos/download/RegPhos,9990034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,PSN2,140.138.144.141/~RegPhos/download/RegPhos,9558331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,PTEN,140.138.144.141/~RegPhos/download/RegPhos,12297295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,PTEN,140.138.144.141/~RegPhos/download/RegPhos,12297295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,PTEN,140.138.144.141/~RegPhos/download/RegPhos,12297295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,PTN1,140.138.144.141/~RegPhos/download/RegPhos,9600099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,PTN1,140.138.144.141/~RegPhos/download/RegPhos,9600099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,PTN1,140.138.144.141/~RegPhos/download/RegPhos,8491187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,PTPRC,140.138.144.141/~RegPhos/download/RegPhos,10066810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CK2a1,PTPRC,140.138.144.141/~RegPhos/download/RegPhos,10066810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
