Source,geneTarget,PMID,ID
CytokineChemokineReceptors,IL15RA,22802421,S000024
CytokineChemokineReceptors,IL18R1,22802421,S000024
CytokineChemokineReceptors,IL1R1,22802421,S000024
CytokineChemokineReceptors,IL28RA,22802421,S000024
CytokineChemokineReceptors,IL4R,22802421,S000024
CytokineChemokineReceptors,IL6R,22802421,S000024
CytokineChemokineReceptors,IL7R,22802421,S000024
CytokineChemokineReceptors,LTB4R,22802421,S000024
CytokineChemokineReceptors,PTAFR,22802421,S000024
CytokineChemokineReceptors,TGFBR2,22802421,S000024
CytokineChemokineReceptors,TGFBR3,22802421,S000024
CytokineChemokineReceptors,TNFRSF14,22802421,S000024
ImmCellIntraSign,CMTM7,22802421,S000025
ImmCellIntraSign,EBI3,22802421,S000025
ImmCellIntraSign,IFI27,22802421,S000025
ImmCellIntraSign,IFI35,22802421,S000025
ImmCellIntraSign,IFIH1,22802421,S000025
ImmCellIntraSign,IFIT2,22802421,S000025
ImmCellIntraSign,IFIT3,22802421,S000025
ImmCellIntraSign,IL18BP,22802421,S000025
ImmCellIntraSign,IRF1,22802421,S000025
ImmCellIntraSign,IRF8,22802421,S000025
ImmCellIntraSign,ITK,22802421,S000025
ImmCellIntraSign,JAK1,22802421,S000025
ImmCellIntraSign,STAT1,22802421,S000025
ImmCellIntraSign,STAT4,22802421,S000025
MigrationTetheringRolling,ARHGAP4,22802421,S000026
MigrationTetheringRolling,CD2,22802421,S000026
MigrationTetheringRolling,CEACAM8,22802421,S000026
MigrationTetheringRolling,CORO1A,22802421,S000026
MigrationTetheringRolling,DOCK2,22802421,S000026
MigrationTetheringRolling,ICAM2,22802421,S000026
MigrationTetheringRolling,PECAM1,22802421,S000026
MigrationTetheringRolling,SELE,22802421,S000026
MigrationTetheringRolling,SELPLG,22802421,S000026
MiscImmFunction,CST7,22802421,S000027
MiscImmFunction,CTSC,22802421,S000027
MiscImmFunction,ELF1,22802421,S000027
MiscImmFunction,FERMT3,22802421,S000027
MiscImmFunction,FGR,22802421,S000027
MiscImmFunction,HCST,22802421,S000027
MiscImmFunction,IDO1,22802421,S000027
MiscImmFunction,IKBKB,22802421,S000027
MiscImmFunction,ITGB7,22802421,S000027
MiscImmFunction,JAG2,22802421,S000027
MiscImmFunction,KYNU,22802421,S000027
MiscImmFunction,LILRB4,22802421,S000027
MiscImmFunction,LY75,22802421,S000027
MiscImmFunction,LY86,22802421,S000027
MiscImmFunction,PLSCR4,22802421,S000027
MiscImmFunction,PML,22802421,S000027
MiscImmFunction,PODXL,22802421,S000027
MiscImmFunction,PROCR,22802421,S000027
MiscImmFunction,PTPN22,22802421,S000027
MiscImmFunction,PTPN6,22802421,S000027
MiscImmFunction,PYHIN1,22802421,S000027
MiscImmFunction,RPS6KA1,22802421,S000027
MiscImmFunction,RPS6KA2,22802421,S000027
MiscImmFunction,SAMSN1,22802421,S000027
MiscImmFunction,SEMA4D,22802421,S000027
MiscImmFunction,STXBP2,22802421,S000027
MiscImmFunction,TAP2,22802421,S000027
MiscImmFunction,TAPBPL,22802421,S000027
MiscImmFunction,TMEM173,22802421,S000027
MiscImmFunction,TNFAIP3,22802421,S000027
MiscImmFunction,TNFAIP8L2,22802421,S000027
MiscImmFunction,TRIM22,22802421,S000027
MiscImmFunction,XAF1,22802421,S000027
inflEMT,CDH1,31683225,S000027
inflEMT,CDH3,31683225,S000027
inflEMT,CLDN4,31683225,S000027
inflEMT,EPCA,31683225,S000027
inflEMT,ST14,31683225,S000027
inflEMT,VIM,31683225,S000027
inflEMT,SNAI,31683225,S000027
inflEMT,ZEB,31683225,S000027
inflEMT,FN1,31683225,S000027
inflEMT,MMP,31683225,S000027
inflEMT,SNAI1,31683225,S000027
inflEMT,SNAI1,31683225,S000027
inflEMT,TWIS,31683225,S000027
inflEMT,ZEB1,31683225,S000027
inflEMT,FOXC1,31683225,S000027
inflEMT,TWIST,31683225,S000027
immEnvGlio,FOXO3,27225222,S000028
immEnvGlio,IL6,27225222,S000028
immEnvGlio,IL10,27225222,S000028
immEnvGlio,ZBTB16,27225222,S000028
immEnvGlio,CCL18,27225222,S000028
immEnvGlio,AIMP1,27225222,S000028
immEnvGlio,FCGR2B,27225222,S000028
immEnvGlio,MMP9,27225222,S000028
Bcell,AFF3,30266715,S000029
Bcell,BANK1,30266715,S000029
Bcell,BLK,30266715,S000029
Bcell,BTLA,30266715,S000029
Bcell,CCR6,30266715,S000029
Bcell,CD180,30266715,S000029
Bcell,CD19,30266715,S000029
Bcell,CD22,30266715,S000029
Bcell,CD37,30266715,S000029
Bcell,CD72,30266715,S000029
Bcell,CD79A,30266715,S000029
Bcell,CD79B,30266715,S000029
Bcell,CR2,30266715,S000029
Bcell,EBF1,30266715,S000029
Bcell,FAM129C,30266715,S000029
Bcell,FCRL1,30266715,S000029
Bcell,FCRL2,30266715,S000029
Bcell,FCRL3,30266715,S000029
Bcell,FCRL5,30266715,S000029
Bcell,FCRLA,30266715,S000029
Bcell,HLA-DOB,30266715,S000029
Bcell,IGHV5-78,30266715,S000029
Bcell,KIAA0125,30266715,S000029
Bcell,LINC00926,30266715,S000029
Bcell,LOC100507616,30266715,S000029
Bcell,LY9,30266715,S000029
Bcell,MS4A1,30266715,S000029
Bcell,P2RX5,30266715,S000029
Bcell,PAX5,30266715,S000029
Bcell,PNOC,30266715,S000029
Bcell,POU2F2,30266715,S000029
Bcell,S1PR4,30266715,S000029
Bcell,SNX22,30266715,S000029
Bcell,STAP1,30266715,S000029
Bcell,TCL1A,30266715,S000029
Bcell,TLR10,30266715,S000029
Bcell,VPREB3,30266715,S000029
Tcell,AMICA1,30266715,S000030
Tcell,APBB1IP,30266715,S000030
Tcell,ARHGAP15,30266715,S000030
Tcell,ARHGAP25,30266715,S000030
Tcell,ARHGAP9,30266715,S000030
Tcell,BIN2,30266715,S000030
Tcell,BTK,30266715,S000030
Tcell,C1orf162,30266715,S000030
Tcell,CCL19,30266715,S000030
Tcell,CCR7,30266715,S000030
Tcell,CD2,30266715,S000030
Tcell,CD27,30266715,S000030
Tcell,CD28,30266715,S000030
Tcell,CD3D,30266715,S000030
Tcell,CD3E,30266715,S000030
Tcell,CD3G,30266715,S000030
Tcell,CD48,30266715,S000030
Tcell,CD52,30266715,S000030
Tcell,CD6,30266715,S000030
Tcell,CD8A,30266715,S000030
Tcell,CD96,30266715,S000030
Tcell,CORO1A,30266715,S000030
Tcell,CRTAM,30266715,S000030
Tcell,CXCL9,30266715,S000030
Tcell,CXCR6,30266715,S000030
Tcell,CYTIP,30266715,S000030
Tcell,DOCK10,30266715,S000030
Tcell,DOCK2,30266715,S000030
Tcell,DOCK8,30266715,S000030
Tcell,DPEP2,30266715,S000030
Tcell,EVI2A,30266715,S000030
Tcell,EVI2B,30266715,S000030
Tcell,FAM26F,30266715,S000030
Tcell,FLI1,30266715,S000030
Tcell,FYB,30266715,S000030
Tcell,FYN,30266715,S000030
Tcell,GAB3,30266715,S000030
Tcell,GIMAP2,30266715,S000030
Tcell,GIMAP4,30266715,S000030
Tcell,GIMAP5,30266715,S000030
Tcell,GIMAP6,30266715,S000030
Tcell,GIMAP7,30266715,S000030
Tcell,GMFG,30266715,S000030
Tcell,GPR171,30266715,S000030
Tcell,GPR18,30266715,S000030
Tcell,GZMK,30266715,S000030
Tcell,HCST,30266715,S000030
Tcell,HMHA1,30266715,S000030
Tcell,HVCN1,30266715,S000030
Tcell,ICOS,30266715,S000030
Tcell,IL10RA,30266715,S000030
Tcell,IL16,30266715,S000030
Tcell,IL23A,30266715,S000030
Tcell,IL7R,30266715,S000030
Tcell,ITGAL,30266715,S000030
Tcell,ITK,30266715,S000030
Tcell,KLHL6,30266715,S000030
Tcell,KLRB1,30266715,S000030
Tcell,LCP1,30266715,S000030
Tcell,LY86,30266715,S000030
Tcell,NCF1B,30266715,S000030
Tcell,NLRC3,30266715,S000030
Tcell,PARVG,30266715,S000030
Tcell,PRKCH,30266715,S000030
Tcell,PSTPIP1,30266715,S000030
Tcell,PTPRCAP,30266715,S000030
Tcell,PVRIG,30266715,S000030
Tcell,RASSF5,30266715,S000030
Tcell,RCSD1,30266715,S000030
Tcell,RGS18,30266715,S000030
Tcell,RHOH,30266715,S000030
Tcell,SASH3,30266715,S000030
Tcell,SH2D1A,30266715,S000030
Tcell,SIRPG,30266715,S000030
Tcell,SLA,30266715,S000030
Tcell,SP140,30266715,S000030
Tcell,TARP,30266715,S000030
Tcell,TBC1D10C,30266715,S000030
Tcell,TNFRSF9,30266715,S000030
Tcell,TRAC,30266715,S000030
Tcell,TRAF3IP3,30266715,S000030
Tcell,TRAT1,30266715,S000030
Tcell,TRGC2,30266715,S000030
Tcell,TRGV9,30266715,S000030
Tcell,UBASH3A,30266715,S000030
Macrophages,ADAMDEC1,30266715,S000031
Macrophages,ADORA3,30266715,S000031
Macrophages,AOAH,30266715,S000031
Macrophages,ARRB2,30266715,S000031
Macrophages,ATP8B4,30266715,S000031
Macrophages,BCL2A1,30266715,S000031
Macrophages,C1orf54,30266715,S000031
Macrophages,C1QA,30266715,S000031
Macrophages,C1QB,30266715,S000031
Macrophages,C2,30266715,S000031
Macrophages,C3AR1,30266715,S000031
Macrophages,C5AR1,30266715,S000031
Macrophages,CCR1,30266715,S000031
Macrophages,CCRL2,30266715,S000031
Macrophages,CD163,30266715,S000031
Macrophages,CD300A,30266715,S000031
Macrophages,CD4,30266715,S000031
Macrophages,CD68,30266715,S000031
Macrophages,CD74,30266715,S000031
Macrophages,CD86,30266715,S000031
Macrophages,CECR1,30266715,S000031
Macrophages,CLEC7A,30266715,S000031
Macrophages,CMKLR1,30266715,S000031
Macrophages,CSF1R,30266715,S000031
Macrophages,CTSB,30266715,S000031
Macrophages,CTSS,30266715,S000031
Macrophages,CYBB,30266715,S000031
Macrophages,CYTH4,30266715,S000031
Macrophages,DPYD,30266715,S000031
Macrophages,EMR2,30266715,S000031
Macrophages,FCER1G,30266715,S000031
Macrophages,FCGR1A,30266715,S000031
Macrophages,FCGR1B,30266715,S000031
Macrophages,FCGR2A,30266715,S000031
Macrophages,FCGR3B,30266715,S000031
Macrophages,FPR3,30266715,S000031
Macrophages,GPNMB,30266715,S000031
Macrophages,HK3,30266715,S000031
Macrophages,HLA-DRB6,30266715,S000031
Macrophages,IFI30,30266715,S000031
Macrophages,IGSF6,30266715,S000031
Macrophages,ITGAM,30266715,S000031
Macrophages,ITGAX,30266715,S000031
Macrophages,ITGB2,30266715,S000031
Macrophages,LAIR1,30266715,S000031
Macrophages,LAPTM5,30266715,S000031
Macrophages,LILRB4,30266715,S000031
Macrophages,LIPA,30266715,S000031
Macrophages,LY96,30266715,S000031
Macrophages,MAN2B1,30266715,S000031
Macrophages,MFSD1,30266715,S000031
Macrophages,MNDA,30266715,S000031
Macrophages,MS4A4A,30266715,S000031
Macrophages,MS4A7,30266715,S000031
Macrophages,MSR1,30266715,S000031
Macrophages,MYO1F,30266715,S000031
Macrophages,NCKAP1L,30266715,S000031
Macrophages,NPL,30266715,S000031
Macrophages,NR1H3,30266715,S000031
Macrophages,PLA2G7,30266715,S000031
Macrophages,PLEKHO2,30266715,S000031
Macrophages,SCPEP1,30266715,S000031
Macrophages,SLAMF8,30266715,S000031
Macrophages,SLC15A3,30266715,S000031
Macrophages,SLC31A2,30266715,S000031
Macrophages,SLCO2B1,30266715,S000031
Macrophages,SNX10,30266715,S000031
Macrophages,SPI1,30266715,S000031
Macrophages,TBXAS1,30266715,S000031
Macrophages,TLR8,30266715,S000031
Macrophages,TMEM140,30266715,S000031
Macrophages,TNFAIP2,30266715,S000031
Macrophages,TNFRSF1B,30266715,S000031
Macrophages,TNFSF13B,30266715,S000031
Macrophages,TRPV2,30266715,S000031
Macrophages,TYMP,30266715,S000031
Macrophages,TYROBP,30266715,S000031
Macrophages,VSIG4,30266715,S000031
Monocytes,AGTRAP,30266715,S000032
Monocytes,AIF1,30266715,S000032
Monocytes,C10orf54,30266715,S000032
Monocytes,CD14,30266715,S000032
Monocytes,CD300LF,30266715,S000032
Monocytes,CD33,30266715,S000032
Monocytes,CD93,30266715,S000032
Monocytes,CTSD,30266715,S000032
Monocytes,EMILIN2,30266715,S000032
Monocytes,FCN1,30266715,S000032
Monocytes,FES,30266715,S000032
Monocytes,FGR,30266715,S000032
Monocytes,GNS,30266715,S000032
Monocytes,GRN,30266715,S000032
Monocytes,HCK,30266715,S000032
Monocytes,HMOX1,30266715,S000032
Monocytes,KIAA0930,30266715,S000032
Monocytes,LILRA6,30266715,S000032
Monocytes,LILRB2,30266715,S000032
Monocytes,LILRB3,30266715,S000032
Monocytes,LRRC25,30266715,S000032
Monocytes,LST1,30266715,S000032
Monocytes,NFAM1,30266715,S000032
Monocytes,NOTCH2,30266715,S000032
Monocytes,PILRA,30266715,S000032
Monocytes,PLXDC2,30266715,S000032
Monocytes,PRAM1,30266715,S000032
Monocytes,PSAP,30266715,S000032
Monocytes,PYCARD,30266715,S000032
Monocytes,RHOG,30266715,S000032
Monocytes,SERPINA1,30266715,S000032
Monocytes,SLC7A7,30266715,S000032
Monocytes,TGFBI,30266715,S000032
Monocytes,THEMIS2,30266715,S000032
Monocytes,TIMP2,30266715,S000032
Monocytes,TPP1,30266715,S000032
Monocytes,VCAN,30266715,S000032
Neutrophils,ACSL1,30266715,S000033
Neutrophils,ALPK1,30266715,S000033
Neutrophils,AQP9,30266715,S000033
Neutrophils,BASP1,30266715,S000033
Neutrophils,BCL6,30266715,S000033
Neutrophils,CD97,30266715,S000033
Neutrophils,CEP19,30266715,S000033
Neutrophils,CFLAR,30266715,S000033
Neutrophils,CSF3R,30266715,S000033
Neutrophils,CXCR2,30266715,S000033
Neutrophils,DENND5A,30266715,S000033
Neutrophils,DYSF,30266715,S000033
Neutrophils,FAM65B,30266715,S000033
Neutrophils,FCGR2C,30266715,S000033
Neutrophils,FPR1,30266715,S000033
Neutrophils,GLT1D1,30266715,S000033
Neutrophils,GPR97,30266715,S000033
Neutrophils,IFITM2,30266715,S000033
Neutrophils,IL17RA,30266715,S000033
Neutrophils,KCNJ2,30266715,S000033
Neutrophils,KIAA0247,30266715,S000033
Neutrophils,LILRA2,30266715,S000033
Neutrophils,LIMK2,30266715,S000033
Neutrophils,LINC01002,30266715,S000033
Neutrophils,MGAM,30266715,S000033
Neutrophils,MOB3A,30266715,S000033
Neutrophils,NAMPT,30266715,S000033
Neutrophils,NCF4,30266715,S000033
Neutrophils,PADI2,30266715,S000033
Neutrophils,PHC2,30266715,S000033
Neutrophils,PHF21A,30266715,S000033
Neutrophils,PLXNC1,30266715,S000033
Neutrophils,PREX1,30266715,S000033
Neutrophils,RALB,30266715,S000033
Neutrophils,RNF149,30266715,S000033
Neutrophils,S100A8,30266715,S000033
Neutrophils,S100A9,30266715,S000033
Neutrophils,SLC25A37,30266715,S000033
Neutrophils,SNORD89,30266715,S000033
Neutrophils,SSH2,30266715,S000033
Neutrophils,STAT3,30266715,S000033
Neutrophils,STAT5B,30266715,S000033
Neutrophils,THBD,30266715,S000033
Neutrophils,TLR2,30266715,S000033
Neutrophils,TLR4,30266715,S000033
Neutrophils,TMEM154,30266715,S000033
Neutrophils,TNFRSF1A,30266715,S000033
NKcells,KIR2DL1,30266715,S000034
NKcells,KIR2DL2,30266715,S000034
NKcells,KIR2DL3,30266715,S000034
NKcells,KIR2DL4,30266715,S000034
NKcells,KIR2DL5A,30266715,S000034
NKcells,KIR2DS1,30266715,S000034
NKcells,KIR2DS2,30266715,S000034
NKcells,KIR2DS3,30266715,S000034
NKcells,KIR2DS5,30266715,S000034
NKcells,KIR3DL1,30266715,S000034
NKcells,KIR3DL2,30266715,S000034
NKcells,KIR3DL3,30266715,S000034
NKcells,KLRC2,30266715,S000034
NKcells,KLRC3,30266715,S000034
NKcells,KLRC4,30266715,S000034
NKcells,KLRD1,30266715,S000034
NKcells,PRF1,30266715,S000034
NKcells,SAMD3,30266715,S000034
NKcells,SH2D1B,30266715,S000034
NKcells,TBX21,30266715,S000034
PlasmaCells,GUSBP11,30266715,S000035
PlasmaCells,IGH,30266715,S000035
PlasmaCells,IGHG3,30266715,S000035
PlasmaCells,IGJ,30266715,S000035
PlasmaCells,IGKC,30266715,S000035
PlasmaCells,IGKV1D-13,30266715,S000035
PlasmaCells,IGLC1,30266715,S000035
PlasmaCells,IGLJ3,30266715,S000035
PlasmaCells,IGLL3P,30266715,S000035
PlasmaCells,IGLV@,30266715,S000035
PlasmaCells,IGLV1-44,30266715,S000035
PlasmaCells,MZB1,30266715,S000035
PlasmaCells,TNFRSF17,30266715,S000035
PlasmaCells,TXNDC5,30266715,S000035
Interferon,APOL1,30266715,S000036
Interferon,APOL6,30266715,S000036
Interferon,BATF2,30266715,S000036
Interferon,BST2,30266715,S000036
Interferon,C19orf66,30266715,S000036
Interferon,C5orf56,30266715,S000036
Interferon,CMPK2,30266715,S000036
Interferon,DDX58,30266715,S000036
Interferon,DDX60,30266715,S000036
Interferon,DHX58,30266715,S000036
Interferon,DTX3L,30266715,S000036
Interferon,EPSTI1,30266715,S000036
Interferon,FBXO6,30266715,S000036
Interferon,GBP1,30266715,S000036
Interferon,GBP4,30266715,S000036
Interferon,HELZ2,30266715,S000036
Interferon,HERC5,30266715,S000036
Interferon,HERC6,30266715,S000036
Interferon,HSH2D,30266715,S000036
Interferon,IFI16,30266715,S000036
Interferon,IFI35,30266715,S000036
Interferon,IFI44,30266715,S000036
Interferon,IFI44L,30266715,S000036
Interferon,IFI6,30266715,S000036
Interferon,IFIH1,30266715,S000036
Interferon,IFIT1,30266715,S000036
Interferon,IFIT2,30266715,S000036
Interferon,IFIT3,30266715,S000036
Interferon,IFIT5,30266715,S000036
Interferon,IFITM1,30266715,S000036
Interferon,IRF7,30266715,S000036
Interferon,IRF9,30266715,S000036
Interferon,ISG15,30266715,S000036
Interferon,LAMP3,30266715,S000036
Interferon,LAP3,30266715,S000036
Interferon,MX1,30266715,S000036
Interferon,MX2,30266715,S000036
Interferon,OAS2,30266715,S000036
Interferon,OAS3,30266715,S000036
Interferon,OASL,30266715,S000036
Interferon,PARP10,30266715,S000036
Interferon,PARP12,30266715,S000036
Interferon,PARP14,30266715,S000036
Interferon,PARP9,30266715,S000036
Interferon,PHF11,30266715,S000036
Interferon,PML,30266715,S000036
Interferon,PSMB9,30266715,S000036
Interferon,RNF213,30266715,S000036
Interferon,RSAD2,30266715,S000036
Interferon,RTP4,30266715,S000036
Interferon,SAMD9,30266715,S000036
Interferon,SAMD9L,30266715,S000036
Interferon,SHISA5,30266715,S000036
Interferon,SIGLEC1,30266715,S000036
Interferon,SP110,30266715,S000036
Interferon,STAT1,30266715,S000036
Interferon,STAT2,30266715,S000036
Interferon,TAP1,30266715,S000036
Interferon,TRAFD1,30266715,S000036
Interferon,TRIM21,30266715,S000036
Interferon,TRIM22,30266715,S000036
Interferon,TRIM5,30266715,S000036
Interferon,UBE2L6,30266715,S000036
Interferon,USP18,30266715,S000036
Interferon,XAF1,30266715,S000036
Interferon,ZNFX1,30266715,S000036
Proliferation,ANLN,30266715,S000037
Proliferation,ASPM,30266715,S000037
Proliferation,AURKA,30266715,S000037
Proliferation,AURKB,30266715,S000037
Proliferation,BIRC5,30266715,S000037
Proliferation,BUB1,30266715,S000037
Proliferation,BUB1B,30266715,S000037
Proliferation,CASC5,30266715,S000037
Proliferation,CCNA2,30266715,S000037
Proliferation,CCNB1,30266715,S000037
Proliferation,CCNB2,30266715,S000037
Proliferation,CCNE2,30266715,S000037
Proliferation,CDC20,30266715,S000037
Proliferation,CDC6,30266715,S000037
Proliferation,CDCA2,30266715,S000037
Proliferation,CDCA3,30266715,S000037
Proliferation,CDCA5,30266715,S000037
Proliferation,CDCA7,30266715,S000037
Proliferation,CDCA8,30266715,S000037
Proliferation,CDK1,30266715,S000037
Proliferation,CDKN3,30266715,S000037
Proliferation,CDT1,30266715,S000037
Proliferation,CENPA,30266715,S000037
Proliferation,CENPE,30266715,S000037
Proliferation,CENPF,30266715,S000037
Proliferation,CENPL,30266715,S000037
Proliferation,CEP55,30266715,S000037
Proliferation,CKS1B,30266715,S000037
Proliferation,DEPDC1,30266715,S000037
Proliferation,DEPDC1B,30266715,S000037
Proliferation,DLGAP5,30266715,S000037
Proliferation,DONSON,30266715,S000037
Proliferation,DTL,30266715,S000037
Proliferation,E2F8,30266715,S000037
Proliferation,ECT2,30266715,S000037
Proliferation,EZH2,30266715,S000037
Proliferation,FAM72C,30266715,S000037
Proliferation,FANCI,30266715,S000037
Proliferation,FBXO5,30266715,S000037
Proliferation,FOXM1,30266715,S000037
Proliferation,GINS1,30266715,S000037
Proliferation,GINS2,30266715,S000037
Proliferation,GMNN,30266715,S000037
Proliferation,HJURP,30266715,S000037
Proliferation,HMGB3,30266715,S000037
Proliferation,HMMR,30266715,S000037
Proliferation,KIAA0101,30266715,S000037
Proliferation,KIF11,30266715,S000037
Proliferation,KIF14,30266715,S000037
Proliferation,KIF15,30266715,S000037
Proliferation,KIF18B,30266715,S000037
Proliferation,KIF20A,30266715,S000037
Proliferation,KIF2C,30266715,S000037
Proliferation,KIF4A,30266715,S000037
Proliferation,MAD2L1,30266715,S000037
Proliferation,MCM10,30266715,S000037
Proliferation,MCM2,30266715,S000037
Proliferation,MCM4,30266715,S000037
Proliferation,MCM6,30266715,S000037
Proliferation,MELK,30266715,S000037
Proliferation,MKI67,30266715,S000037
Proliferation,MND1,30266715,S000037
Proliferation,MTFR2,30266715,S000037
Proliferation,NCAPG,30266715,S000037
Proliferation,NCAPG2,30266715,S000037
Proliferation,NDC80,30266715,S000037
Proliferation,NEK2,30266715,S000037
Proliferation,NUF2,30266715,S000037
Proliferation,NUSAP1,30266715,S000037
Proliferation,OIP5,30266715,S000037
Proliferation,PARPBP,30266715,S000037
Proliferation,PBK,30266715,S000037
Proliferation,PCNA,30266715,S000037
Proliferation,PLK4,30266715,S000037
Proliferation,POLE2,30266715,S000037
Proliferation,POLQ,30266715,S000037
Proliferation,PTTG1,30266715,S000037
Proliferation,RACGAP1,30266715,S000037
Proliferation,RAD51,30266715,S000037
Proliferation,RAD51AP1,30266715,S000037
Proliferation,RRM1,30266715,S000037
Proliferation,RRM2,30266715,S000037
Proliferation,SHCBP1,30266715,S000037
Proliferation,SKA1,30266715,S000037
Proliferation,SMC2,30266715,S000037
Proliferation,SPC25,30266715,S000037
Proliferation,STIL,30266715,S000037
Proliferation,STMN1,30266715,S000037
Proliferation,TCF19,30266715,S000037
Proliferation,TK1,30266715,S000037
Proliferation,TOP2A,30266715,S000037
Proliferation,TPX2,30266715,S000037
Proliferation,TRIP13,30266715,S000037
Proliferation,TTK,30266715,S000037
Proliferation,TYMS,30266715,S000037
Proliferation,UBE2C,30266715,S000037
Proliferation,UHRF1,30266715,S000037
Proliferation,ZWILCH,30266715,S000037
Proliferation,ZWINT,30266715,S000037
Translation,EEF1A1,30266715,S000038
Translation,EEF1B2,30266715,S000038
Translation,EEF1D,30266715,S000038
Translation,EEF1G,30266715,S000038
Translation,EIF3D,30266715,S000038
Translation,EIF3E,30266715,S000038
Translation,EIF3F,30266715,S000038
Translation,EIF3G,30266715,S000038
Translation,EIF3H,30266715,S000038
Translation,EIF3K,30266715,S000038
Translation,FAU,30266715,S000038
Translation,GNB2L1,30266715,S000038
Translation,NACA,30266715,S000038
Translation,PFDN5,30266715,S000038
Translation,RPL10,30266715,S000038
Translation,RPL10L,30266715,S000038
Translation,RPL11,30266715,S000038
Translation,RPL12,30266715,S000038
Translation,RPL13,30266715,S000038
Translation,RPL13A,30266715,S000038
Translation,RPL14,30266715,S000038
Translation,RPL15,30266715,S000038
Translation,RPL17,30266715,S000038
Translation,RPL18,30266715,S000038
Translation,RPL18A,30266715,S000038
Translation,RPL19,30266715,S000038
Translation,RPL21,30266715,S000038
Translation,RPL22,30266715,S000038
Translation,RPL23,30266715,S000038
Translation,RPL23A,30266715,S000038
Translation,RPL24,30266715,S000038
Translation,RPL27,30266715,S000038
Translation,RPL27A,30266715,S000038
Translation,RPL28,30266715,S000038
Translation,RPL29,30266715,S000038
Translation,RPL3,30266715,S000038
Translation,RPL30,30266715,S000038
Translation,RPL31,30266715,S000038
Translation,RPL32,30266715,S000038
Translation,RPL34,30266715,S000038
Translation,RPL35,30266715,S000038
Translation,RPL35A,30266715,S000038
Translation,RPL36A,30266715,S000038
Translation,RPL37,30266715,S000038
Translation,RPL37A,30266715,S000038
Translation,RPL38,30266715,S000038
Translation,RPL39,30266715,S000038
Translation,RPL4,30266715,S000038
Translation,RPL5,30266715,S000038
Translation,RPL6,30266715,S000038
Translation,RPL7,30266715,S000038
Translation,RPL7A,30266715,S000038
Translation,RPL8,30266715,S000038
Translation,RPL9,30266715,S000038
Translation,RPLP0,30266715,S000038
Translation,RPLP2,30266715,S000038
Translation,RPS10,30266715,S000038
Translation,RPS11,30266715,S000038
Translation,RPS13,30266715,S000038
Translation,RPS14,30266715,S000038
Translation,RPS15,30266715,S000038
Translation,RPS15A,30266715,S000038
Translation,RPS16,30266715,S000038
Translation,RPS17,30266715,S000038
Translation,RPS18,30266715,S000038
Translation,RPS19,30266715,S000038
Translation,RPS2,30266715,S000038
Translation,RPS20,30266715,S000038
Translation,RPS21,30266715,S000038
Translation,RPS23,30266715,S000038
Translation,RPS25,30266715,S000038
Translation,RPS27A,30266715,S000038
Translation,RPS28,30266715,S000038
Translation,RPS29,30266715,S000038
Translation,RPS3,30266715,S000038
Translation,RPS3A,30266715,S000038
Translation,RPS5,30266715,S000038
Translation,RPS6,30266715,S000038
Translation,RPS7,30266715,S000038
Translation,RPS8,30266715,S000038
Translation,RPS9,30266715,S000038
Translation,RPSA,30266715,S000038
Translation,SNHG6,30266715,S000038
Translation,SNHG8,30266715,S000038
Translation,SNRPD2,30266715,S000038
Translation,UXT,30266715,S000038
Blineage,BANK1,27765066,S000039
Blineage,FCRL2,27765066,S000039
Blineage,CR2,27765066,S000039
Blineage,CD19,27765066,S000039
Blineage,CD22,27765066,S000039
Blineage,STAP1,27765066,S000039
Blineage,CD79A,27765066,S000039
Blineage,CD79B,27765066,S000039
Blineage,VPREB3,27765066,S000039
Blineage,MS4A1,27765066,S000039
Blineage,IGKC,27765066,S000039
Blineage,PAX5,27765066,S000039
Blineage,FCRL1,27765066,S000039
Blineage,FCRL3,27765066,S000039
Blineage,FCRL5,27765066,S000039
Blineage,FCRLA,27765066,S000039
Blineage,ABCB4,27765066,S000039
Blineage,RALGPS2,27765066,S000039
Blineage,CPNE5,27765066,S000039
Blineage,SNX22,27765066,S000039
Blineage,IGHM,27765066,S000039
Blineage,KLHL14,27765066,S000039
Blineage,IGHD,27765066,S000039
Blineage,IGHA1,27765066,S000039
Blineage,IGHG1,27765066,S000039
Blineage,EBF1,27765066,S000039
Blineage,IGHV5-78,27765066,S000039
Blineage,LINC00926,27765066,S000039
Blineage,LOC100507616,27765066,S000039
Blineage,IGH,27765066,S000039
Blineage,IGLC1,27765066,S000039
Blineage,IGLJ3,27765066,S000039
Blineage,IGLV1-44,27765066,S000039
Blineage,AC079767.4,27765066,S000039
Blineage,AC128677.4,27765066,S000039
Blineage,AL928768.3,27765066,S000039
Blineage,BMS1P20,27765066,S000039
Blineage,CKAP2,27765066,S000039
Blineage,CLLU1,27765066,S000039
Blineage,CTA-250D10.23,27765066,S000039
Blineage,DTX1,27765066,S000039
Blineage,IGK,27765066,S000039
Blineage,IGKV1-17,27765066,S000039
Blineage,IGKV1-37,27765066,S000039
Blineage,IGKV1OR2-108,27765066,S000039
Blineage,IGLL5,27765066,S000039
Blineage,IGLV4-60,27765066,S000039
Blineage,LOC100129447,27765066,S000039
Blineage,LOC100130458,27765066,S000039
Blineage,LOC100131043,27765066,S000039
Blineage,LOC101929272,27765066,S000039
